cid,id_review,positive_review_int
15628,295,1
17551,296,0
17812,297,1
14702,298,0
13649,299,0
15179,300,1
14741,301,0
12963,302,0
17287,303,1
14409,304,0
16037,305,0
14506,306,0
16955,307,0
13329,308,0
14344,309,1
17017,310,0
15456,311,0
17682,312,0
16983,313,1
14334,314,0
18229,315,0
17980,316,0
18229,317,0
16656,318,0
12947,319,0
18245,320,0
15394,321,0
14527,322,0
17396,323,0
15640,324,1
16670,325,0
16470,326,0
15485,327,1
12647,328,1
15899,329,0
13747,330,1
16983,331,0
15358,332,0
13958,333,1
17406,334,0
14907,335,0
15024,336,0
15945,337,0
15246,338,1
18156,339,0
17189,340,1
12471,341,1
16891,342,1
12681,343,0
17188,344,0
12551,345,0
13969,346,1
13174,347,0
13576,348,0
12417,349,0
15780,350,0
16923,351,0
14404,352,0
12838,353,0
15601,354,0
12370,355,0
14594,356,0
15987,357,0
13369,358,0
17576,359,0
14062,360,0
17722,361,1
15373,362,0
14016,363,0
16891,364,1
16013,365,0
15304,366,0
16873,367,0
16081,368,1
13599,369,1
13069,370,0
17744,371,0
16955,372,0
12877,373,0
15347,374,0
16985,375,0
12839,376,0
13148,377,0
12441,378,0
17999,379,0
15111,380,0
15640,381,0
12621,382,0
14723,383,1
12870,384,0
17677,385,0
14813,386,0
13178,387,1
16145,388,0
13848,389,0
17611,390,0
17702,391,0
17213,392,0
13078,393,1
18109,394,1
17158,395,0
15028,396,0
14045,397,1
17950,398,1
16553,399,1
14057,400,1
14161,401,1
16327,402,0
12605,403,0
14092,404,0
14573,405,0
15332,406,1
14440,407,1
14449,408,1
17870,409,1
14775,410,1
13748,411,0
13523,412,0
15854,413,1
17819,414,0
17905,415,0
14865,416,0
12605,417,0
13520,418,0
12870,419,0
15012,420,1
12471,421,0
15889,422,0
15882,423,0
12808,424,0
13094,425,0
15039,426,0
13846,427,0
17732,428,0
14577,429,0
15426,430,0
14708,431,0
16519,432,0
17912,433,0
13033,434,0
16919,435,0
18004,436,1
12726,437,0
17671,438,1
16316,439,1
16550,440,0
13078,441,0
13199,442,0
16525,443,0
15822,444,1
14491,445,0
15805,446,0
12577,447,1
13846,448,0
17338,449,1
12417,450,0
18044,451,0
17341,452,0
13329,453,0
13982,454,1
15646,455,0
16186,456,1
17059,457,0
12766,458,0
16596,459,0
17188,460,0
15246,461,0
13198,462,0
17547,463,0
15570,464,1
15601,465,0
12691,466,0
17454,467,1
16503,468,0
12668,469,1
17850,470,1
13496,471,1
14684,472,1
17324,473,0
17809,474,0
15288,475,0
15880,476,0
13652,477,0
13115,478,0
17567,479,1
14769,480,0
12540,481,1
17816,482,0
17552,483,0
15012,484,0
14491,485,1
17519,486,0
13694,487,0
14505,488,0
14867,489,0
17259,490,0
16010,491,0
15547,492,0
13506,493,0
12971,494,1
16905,495,0
12682,496,0
13240,497,1
16455,498,1
15628,499,0
15805,500,1
18260,501,0
15211,502,1
16816,503,1
15100,504,0
12668,505,0
16519,506,0
14565,507,0
16926,508,0
13033,509,0
14078,510,0
16711,511,1
16218,512,0
18109,513,0
13211,514,0
13448,515,0
12967,516,0
15922,517,1
14156,518,0
15823,519,0
13117,520,1
13093,521,0
17894,522,0
16805,523,0
17950,524,1
15984,525,0
17019,526,0
15291,527,0
18269,528,0
15808,529,0
17677,530,0
17618,531,0
15347,532,0
13102,533,0
12708,534,0
15329,535,0
13747,536,0
17259,537,0
16218,538,1
15062,539,0
14201,540,0
14748,541,0
15165,542,1
18156,543,1
17790,544,1
15165,545,0
17702,546,0
16770,547,0
14606,548,0
15048,549,0
13178,550,1
13963,551,0
17019,552,0
17243,553,1
17720,554,1
16470,555,1
15373,556,1
16754,557,1
17194,558,0
16752,559,1
18041,560,0
15240,561,1
16210,562,0
16422,563,0
17076,564,1
16062,565,1
16550,566,1
16634,567,0
16186,568,0
13178,569,0
15482,570,0
16531,571,0
17547,572,0
14413,573,0
16904,574,1
18223,575,1
15081,576,1
14449,577,0
15945,578,0
18141,579,1
17392,580,0
17456,581,0
12963,582,0
13,583,1
16306,584,0
14618,585,0
18141,586,0
15392,587,1
16422,588,0
13013,589,0
14643,590,0
16995,591,1
12557,592,0
18230,593,1
13506,594,0
13199,595,1
13065,596,0
15291,597,1
16701,598,0
18219,599,1
17511,600,0
12540,601,0
13319,602,1
12766,603,0
13786,604,0
15769,605,0
12708,606,0
15044,607,0
17677,608,1
14373,609,0
16250,610,0
15485,611,0
15028,612,0
14419,613,0
12474,614,0
17964,615,0
16210,616,1
17978,617,0
13481,618,1
14594,619,1
17230,620,1
16083,621,0
15101,622,1
15532,623,0
15456,624,1
16153,625,0
16510,626,1
13481,627,0
17552,628,0
14849,629,0
17760,630,0
16863,631,0
14646,632,1
13869,633,0
15503,634,0
12441,635,0
15716,636,1
18168,637,0
17890,638,1
18193,639,1
16010,640,0
14496,641,1
16125,642,0
17950,643,1
14748,644,0
13013,645,0
17420,646,0
14176,647,0
17214,648,1
12763,649,0
16607,650,1
15101,651,1
16510,652,0
16265,653,0
13807,654,1
17181,655,1
15899,656,0
14496,657,1
13786,658,0
12785,659,1
17375,660,1
17062,661,1
14092,662,0
15727,663,0
12474,664,0
15111,665,0
14505,666,0
16927,667,0
14309,668,1
14769,669,1
17722,670,0
12712,671,0
16143,672,0
15544,673,0
13564,674,1
14135,675,0
17655,676,0
17961,677,0
14176,678,0
18223,679,0
18144,680,0
14625,681,0
14543,682,1
17146,683,0
12433,684,1
15738,685,0
13369,686,0
12755,687,0
13579,688,1
13269,689,0
15620,690,0
15823,691,0
16899,692,0
13880,693,1
17890,694,0
18061,695,1
12567,696,1
13869,697,1
17969,698,0
15535,699,0
14107,700,1
13958,701,1
16553,702,0
17496,703,1
13948,704,0
15347,705,0
17126,706,0
15298,707,0
16665,708,0
16353,709,1
13138,710,1
16686,711,0
17496,712,0
17816,713,0
12763,714,0
13983,715,0
14355,716,1
15987,717,1
16718,718,0
15563,719,0
14729,720,0
13069,721,1
17033,722,0
15649,723,1
13758,724,0
14150,725,0
13846,726,1
17375,727,0
16422,728,0
16656,729,1
17978,730,0
16684,731,1
12967,732,1
17551,733,0
16928,734,0
17999,735,0
15973,736,1
14426,737,0
14299,738,1
15288,739,0
17954,740,0
14390,741,0
15165,742,1
17860,743,1
16719,744,0
14643,745,1
13668,746,0
12868,747,1
17033,748,0
15394,749,1
16560,750,0
12753,751,1
16746,752,0
17519,753,0
12915,754,1
15192,755,0
16985,756,1
12855,757,0
16539,758,0
13065,759,0
12826,760,0
16470,761,0
15366,762,0
14201,763,0
16143,764,1
12989,765,0
17567,766,1
17491,767,1
14449,768,0
15916,769,0
15039,770,1
14205,771,0
17303,772,0
16558,773,1
17841,774,0
16725,775,0
13069,776,0
14236,777,0
14898,778,0
17949,779,0
12494,780,0
14878,781,0
16583,782,0
16686,783,0
17905,784,0
15332,785,0
16658,786,0
13267,787,0
18061,788,1
17091,789,0
16327,790,0
17865,791,1
17865,792,1
17671,793,0
15351,794,0
15945,795,0
15856,796,0
15332,797,1
14395,798,0
17920,799,0
17126,800,1
16048,801,1
16873,802,1
17949,803,1
15032,804,1
17576,805,0
15529,806,0
15555,807,1
15955,808,0
17884,809,0
17228,810,1
15288,811,0
13705,812,0
17760,813,0
12583,814,0
13611,815,0
14625,816,0
17890,817,0
17890,818,0
17346,819,1
15808,820,0
16016,821,0
15923,822,0
17920,823,1
15111,824,0
17905,825,1
18061,826,0
13230,827,0
15299,828,0
17616,829,0
15332,830,0
13000,831,1
16931,832,0
17722,833,1
16931,834,0
14206,835,1
14390,836,0
14210,837,0
14766,838,0
13786,839,0
14237,840,1
12793,841,1
13506,842,0
13238,843,0
18092,844,1
17659,845,0
12668,846,0
14150,847,0
14060,848,1
13874,849,0
18141,850,0
13140,851,1
13329,852,0
17702,853,0
14309,854,0
12748,855,1
13178,856,0
12427,857,1
15301,858,1
12870,859,0
17381,860,1
12386,861,0
15512,862,1
15192,863,1
18225,864,1
14544,865,0
16306,866,1
14334,867,0
13948,868,1
15078,869,0
12782,870,0
17850,871,0
16596,872,0
12681,873,1
14709,874,0
17044,875,0
13579,876,0
18092,877,0
12540,878,0
14505,879,0
15373,880,0
13829,881,0
18116,882,1
17069,883,0
17863,884,1
14016,885,0
16782,886,1
18109,887,0
13000,888,0
12567,889,1
16596,890,0
16531,891,0
16560,892,0
17646,893,1
16719,894,0
15240,895,1
15379,896,1
17288,897,1
14479,898,0
17194,899,1
17799,900,1
17819,901,0
17287,902,0
13838,903,0
15093,904,0
17735,905,0
13838,906,1
18037,907,0
15732,908,0
15159,909,0
17231,910,1
13569,911,0
16995,912,0
13000,913,0
17315,914,0
16422,915,0
13769,916,1
16013,917,0
13078,918,1
18245,919,0
17691,920,0
13011,921,0
12779,922,1
13178,923,0
13854,924,1
16531,925,0
16725,926,0
13408,927,0
13506,928,1
15503,929,1
16727,930,0
15649,931,1
13102,932,0
14448,933,0
14713,934,0
13034,935,0
16125,936,1
12348,937,0
12347,938,0
14213,939,0
14696,940,0
14146,941,1
17026,942,0
16893,943,0
17059,944,0
17870,945,1
17722,946,0
15384,947,0
14646,948,0
16065,949,0
15769,950,1
14573,951,0
15358,952,0
12785,953,0
17214,954,1
16065,955,0
17420,956,0
17126,957,0
13496,958,0
16525,959,1
16016,960,0
12662,961,1
17655,962,1
14037,963,0
14210,964,1
18061,965,0
14850,966,1
14850,967,0
15602,968,0
14702,969,0
14466,970,0
17287,971,0
12347,972,0
16393,973,0
13491,974,0
14825,975,0
17191,976,1
17999,977,0
17223,978,0
14878,979,0
13569,980,1
16241,981,0
13579,982,0
14505,983,1
14060,984,1
17820,985,1
15945,986,0
17965,987,0
17611,988,0
17251,989,1
16520,990,0
17551,991,0
14748,992,0
15454,993,0
12942,994,0
14913,995,0
17194,996,1
15987,997,1
17262,998,1
12429,999,0
14298,1000,0
14051,1001,1
14413,1002,0
14156,1003,0
17236,1004,0
16805,1005,1
12779,1006,1
14051,1007,0
14898,1008,1
16727,1009,0
13599,1010,0
18219,1011,0
15079,1012,0
18113,1013,0
12721,1014,0
15660,1015,0
12441,1016,0
14696,1017,1
15332,1018,0
16138,1019,0
15867,1020,1
17372,1021,1
16138,1022,0
14769,1023,1
17999,1024,0
14498,1025,1
17059,1026,0
14437,1027,1
15894,1028,0
14210,1029,0
14878,1030,0
14896,1031,1
16455,1032,0
17420,1033,0
17456,1034,0
14825,1035,0
17760,1036,0
13694,1037,1
17917,1038,1
17181,1039,1
16898,1040,0
17341,1041,0
16634,1042,1
16713,1043,0
13081,1044,0
17126,1045,0
16945,1046,0
15574,1047,0
16596,1048,0
17188,1049,1
14606,1050,1
13008,1051,1
14156,1052,0
14479,1053,0
13769,1054,0
14841,1055,0
17146,1056,0
12808,1057,1
17097,1058,0
15723,1059,0
17692,1060,1
15498,1061,1
16686,1062,1
17524,1063,0
15454,1064,0
17460,1065,1
13295,1066,0
16905,1067,1
15192,1068,1
13756,1069,0
15194,1070,1
14618,1071,1
17857,1072,1
16905,1073,1
13047,1074,1
17787,1075,1
14769,1076,0
17530,1077,0
17700,1078,0
15882,1079,0
18245,1080,0
15290,1081,0
15179,1082,0
12662,1083,1
15271,1084,0
15192,1085,0
14373,1086,1
13225,1087,0
12683,1088,0
13576,1089,1
16570,1090,1
17655,1091,0
12989,1092,0
14688,1093,0
16042,1094,0
13199,1095,0
18230,1096,0
17633,1097,1
14775,1098,1
12841,1099,0
12870,1100,0
15192,1101,0
17293,1102,0
17262,1103,0
15192,1104,0
17375,1105,0
13948,1106,0
13523,1107,0
17838,1108,0
16163,1109,0
17339,1110,0
15860,1111,0
14829,1112,1
13155,1113,0
16327,1114,0
16138,1115,1
16442,1116,1
14264,1117,0
17420,1118,0
14299,1119,0
17026,1120,0
13140,1121,0
18071,1122,0
12649,1123,0
13370,1124,0
13880,1125,0
17375,1126,0
13255,1127,1
14639,1128,1
17802,1129,0
16928,1130,0
13115,1131,0
14849,1132,0
14299,1133,0
17456,1134,1
17025,1135,0
13874,1136,1
17633,1137,0
13579,1138,0
17655,1139,0
14189,1140,1
16710,1141,0
17787,1142,0
13426,1143,0
14390,1144,1
17496,1145,1
15503,1146,1
18037,1147,1
14180,1148,1
15394,1149,0
12855,1150,1
12928,1151,0
15529,1152,0
15620,1153,0
13089,1154,0
13102,1155,1
15834,1156,1
17524,1157,0
18109,1158,0
17188,1159,0
14472,1160,0
13869,1161,0
16233,1162,0
13426,1163,0
13230,1164,0
14051,1165,1
13488,1166,1
13777,1167,1
16520,1168,1
16202,1169,1
15808,1170,0
17358,1171,0
15973,1172,0
15100,1173,0
17017,1174,0
14045,1175,0
15596,1176,0
13174,1177,0
16893,1178,0
14037,1179,0
14448,1180,0
14625,1181,0
17026,1182,0
15596,1183,0
17091,1184,0
15563,1185,0
14565,1186,1
14850,1187,0
17017,1188,1
16861,1189,0
17551,1190,1
13831,1191,0
16861,1192,0
15664,1193,1
17179,1194,0
14577,1195,0
13155,1196,1
17757,1197,0
14679,1198,1
14525,1199,0
15353,1200,1
13136,1201,0
16086,1202,1
16393,1203,1
12386,1204,1
17722,1205,0
13829,1206,1
17799,1207,1
15919,1208,0
17404,1209,0
16954,1210,0
17809,1211,0
12748,1212,0
16686,1213,0
12377,1214,1
16003,1215,1
16531,1216,1
17643,1217,1
15468,1218,0
17722,1219,0
16923,1220,1
13030,1221,1
15392,1222,1
15100,1223,0
13769,1224,0
17908,1225,0
13021,1226,1
15021,1227,1
16244,1228,1
12963,1229,0
14684,1230,0
16210,1231,0
15482,1232,0
15351,1233,1
16255,1234,1
17796,1235,1
17757,1236,0
14293,1237,0
16350,1238,0
15680,1239,0
15545,1240,0
17888,1241,0
14744,1242,0
12682,1243,0
17633,1244,0
15288,1245,0
16019,1246,1
16891,1247,1
18141,1248,1
13021,1249,1
17218,1250,1
13569,1251,0
17135,1252,1
15394,1253,0
17524,1254,0
15204,1255,0
15100,1256,1
14205,1257,0
17865,1258,0
14373,1259,1
12779,1260,0
17238,1261,0
14680,1262,0
14741,1263,0
17937,1264,0
17552,1265,0
14176,1266,0
15002,1267,0
15922,1268,0
13174,1269,0
18071,1270,1
18259,1271,0
15881,1272,1
18050,1273,0
15708,1274,0
17643,1275,1
14309,1276,0
15503,1277,1
17259,1278,0
14866,1279,1
14419,1280,0
14667,1281,0
15525,1282,0
16718,1283,0
13093,1284,0
14180,1285,1
15005,1286,1
13270,1287,0
17917,1288,0
14201,1289,1
12683,1290,0
16150,1291,0
16065,1292,0
17017,1293,0
14932,1294,0
13174,1295,0
17591,1296,0
14390,1297,1
14673,1298,1
15299,1299,0
15732,1300,0
17880,1301,0
14373,1302,0
14739,1303,0
18016,1304,0
13108,1305,1
16899,1306,1
18092,1307,0
16927,1308,0
14560,1309,1
13092,1310,1
14150,1311,0
18041,1312,0
13047,1313,1
15485,1314,0
17696,1315,0
18141,1316,0
16883,1317,0
13531,1318,0
14390,1319,0
17041,1320,0
15353,1321,0
12808,1322,0
16839,1323,0
17007,1324,0
17696,1325,0
18092,1326,1
17189,1327,0
17181,1328,0
12755,1329,0
17976,1330,1
17917,1331,0
16122,1332,0
17980,1333,0
14608,1334,0
14256,1335,0
17324,1336,0
15649,1337,0
17069,1338,0
16065,1339,1
15950,1340,0
17884,1341,1
13117,1342,0
14841,1343,0
17491,1344,0
15882,1345,0
17188,1346,0
17033,1347,1
12921,1348,0
12577,1349,0
16168,1350,1
16596,1351,1
12433,1352,0
14217,1353,0
17068,1354,1
17251,1355,0
16861,1356,0
13145,1357,0
13426,1358,0
17920,1359,0
16700,1360,0
14735,1361,0
16873,1362,0
17406,1363,0
16810,1364,0
17646,1365,0
12915,1366,1
15823,1367,1
15858,1368,0
17999,1369,0
14414,1370,0
16161,1371,0
14496,1372,1
16873,1373,0
14078,1374,1
17551,1375,0
14396,1376,0
12785,1377,1
12763,1378,0
15889,1379,0
17920,1380,0
16539,1381,1
13627,1382,0
17470,1383,0
16861,1384,0
15950,1385,0
12577,1386,0
15752,1387,0
12474,1388,1
12782,1389,1
13011,1390,1
15482,1391,0
16995,1392,0
15640,1393,0
17026,1394,0
17213,1395,0
16814,1396,0
13319,1397,1
17158,1398,0
14217,1399,1
16477,1400,0
17377,1401,1
14775,1402,0
14544,1403,1
16210,1404,1
17744,1405,1
16402,1406,0
16570,1407,0
15769,1408,0
17470,1409,1
17860,1410,0
15838,1411,0
18245,1412,0
16125,1413,1
15862,1414,1
16904,1415,0
17211,1416,0
14256,1417,0
15039,1418,0
17017,1419,0
13455,1420,1
14150,1421,1
17964,1422,1
14176,1423,0
14525,1424,0
12481,1425,1
17402,1426,0
13117,1427,1
16560,1428,0
15694,1429,1
15180,1430,0
13869,1431,1
14146,1432,0
17288,1433,1
15570,1434,1
15658,1435,0
16042,1436,1
14680,1437,1
16596,1438,0
16746,1439,1
15822,1440,0
17968,1441,0
12433,1442,0
14201,1443,1
17303,1444,0
13491,1445,0
17454,1446,1
15973,1447,0
15811,1448,0
17954,1449,0
17406,1450,0
13065,1451,0
14264,1452,0
13983,1453,0
14866,1454,1
15361,1455,0
14735,1456,0
17961,1457,1
14037,1458,0
15894,1459,0
14107,1460,0
15856,1461,0
13418,1462,1
14189,1463,0
14589,1464,1
17324,1465,0
17739,1466,0
14083,1467,1
14741,1468,0
17062,1469,1
17377,1470,0
14210,1471,1
18178,1472,0
13984,1473,1
13767,1474,0
13117,1475,0
13081,1476,0
15727,1477,0
13786,1478,0
15602,1479,0
17838,1480,0
17412,1481,0
12705,1482,1
14032,1483,0
15834,1484,0
17179,1485,0
14688,1486,0
15454,1487,0
14987,1488,0
17392,1489,1
14217,1490,0
14107,1491,0
15211,1492,1
16950,1493,1
14667,1494,0
12540,1495,0
17674,1496,1
12782,1497,0
17430,1498,1
15738,1499,0
15602,1500,0
13488,1501,0
13145,1502,0
16923,1503,0
17419,1504,0
13327,1505,1
17519,1506,1
15716,1507,1
17456,1508,0
13238,1509,1
16203,1510,0
14865,1511,1
12989,1512,0
12577,1513,0
14243,1514,0
13050,1515,0
17677,1516,0
15111,1517,1
12782,1518,0
16552,1519,1
15602,1520,0
12748,1521,0
13138,1522,0
17069,1523,1
14045,1524,0
17917,1525,0
15529,1526,0
14594,1527,0
13599,1528,0
16353,1529,0
16719,1530,0
15513,1531,1
15299,1532,0
18109,1533,0
17470,1534,1
17227,1535,1
16919,1536,0
16770,1537,0
14688,1538,0
15482,1539,1
15854,1540,0
17691,1541,0
17976,1542,0
15048,1543,0
17576,1544,0
17999,1545,0
16686,1546,0
16985,1547,1
13221,1548,0
12441,1549,1
13148,1550,1
15777,1551,0
14841,1552,0
13649,1553,0
14217,1554,0
15038,1555,0
12967,1556,0
16033,1557,1
13255,1558,1
13842,1559,0
17857,1560,0
17259,1561,1
16350,1562,1
14810,1563,0
18193,1564,1
18269,1565,1
15955,1566,0
13267,1567,0
15221,1568,0
16422,1569,0
12540,1570,1
13842,1571,1
18156,1572,1
15356,1573,0
17548,1574,0
15854,1575,0
17085,1576,1
16885,1577,0
14217,1578,0
15299,1579,0
16928,1580,1
15023,1581,1
14440,1582,1
13969,1583,0
18118,1584,0
12921,1585,0
14932,1586,0
13705,1587,0
14016,1588,0
15923,1589,0
14896,1590,0
13941,1591,0
17524,1592,1
16835,1593,1
13408,1594,0
12748,1595,0
18037,1596,0
12726,1597,1
16858,1598,1
13506,1599,0
15279,1600,0
18109,1601,0
13317,1602,0
15512,1603,0
15456,1604,0
12662,1605,1
15078,1606,0
18037,1607,0
13267,1608,1
15727,1609,1
17420,1610,1
17454,1611,0
14210,1612,1
13065,1613,1
15532,1614,0
17949,1615,0
14256,1616,0
18245,1617,1
15996,1618,1
17525,1619,0
12747,1620,0
18050,1621,0
13178,1622,0
12791,1623,1
12829,1624,0
13324,1625,0
16350,1626,0
12471,1627,1
17618,1628,0
17951,1629,0
15373,1630,1
15101,1631,0
17179,1632,1
17525,1633,0
17044,1634,0
15392,1635,0
16891,1636,0
14709,1637,0
17392,1638,0
14589,1639,1
13777,1640,0
13497,1641,1
15180,1642,0
13317,1643,0
14643,1644,0
15805,1645,1
14031,1646,1
16098,1647,1
17949,1648,0
13148,1649,0
15640,1650,0
14741,1651,0
14217,1652,1
16327,1653,0
13668,1654,0
16048,1655,0
16931,1656,1
17454,1657,0
15923,1658,1
18229,1659,0
12417,1660,1
17975,1661,0
16442,1662,0
13569,1663,0
15867,1664,1
15078,1665,0
13777,1666,0
15018,1667,0
17547,1668,0
16262,1669,0
16016,1670,1
16710,1671,0
14709,1672,0
17213,1673,0
14643,1674,0
16814,1675,1
15620,1676,0
13327,1677,0
12686,1678,0
15194,1679,1
14729,1680,0
16775,1681,1
17860,1682,1
12551,1683,1
17643,1684,0
16143,1685,0
17420,1686,1
16013,1687,1
15535,1688,0
17017,1689,0
17227,1690,0
16770,1691,0
12682,1692,1
16817,1693,0
17220,1694,0
15862,1695,1
13831,1696,1
17085,1697,0
15894,1698,0
17880,1699,1
16033,1700,0
17126,1701,1
16916,1702,1
15107,1703,1
16003,1704,0
15513,1705,0
17863,1706,0
14850,1707,0
12431,1708,1
14395,1709,1
13013,1710,0
14307,1711,1
17968,1712,0
18061,1713,0
17677,1714,1
17629,1715,0
17470,1716,0
17026,1717,0
17259,1718,0
16995,1719,0
17722,1720,1
16150,1721,0
16670,1722,1
13854,1723,0
12647,1724,0
16775,1725,0
17287,1726,0
15529,1727,1
16250,1728,0
17659,1729,0
17920,1730,0
17338,1731,0
13798,1732,0
18245,1733,1
14741,1734,0
16455,1735,0
15525,1736,0
17976,1737,0
17951,1738,0
12870,1739,0
15392,1740,0
14796,1741,0
13854,1742,0
13694,1743,0
17524,1744,1
14031,1745,0
14479,1746,0
14667,1747,0
17968,1748,0
15093,1749,0
17980,1750,0
17491,1751,0
15005,1752,0
17019,1753,0
12915,1754,0
13126,1755,1
16161,1756,1
17920,1757,0
12705,1758,1
16122,1759,0
14680,1760,0
17341,1761,0
16779,1762,0
14299,1763,1
12766,1764,1
14741,1765,1
14625,1766,0
13324,1767,0
16725,1768,0
16145,1769,1
13880,1770,0
13999,1771,0
14594,1772,1
17655,1773,0
17735,1774,0
17320,1775,0
18178,1776,1
14437,1777,0
17343,1778,0
14180,1779,1
13869,1780,0
18075,1781,1
14299,1782,1
17838,1783,0
14898,1784,0
13807,1785,0
18102,1786,0
17324,1787,0
18043,1788,0
14849,1789,0
18225,1790,1
17863,1791,1
15211,1792,0
14210,1793,0
16899,1794,0
15311,1795,1
14107,1796,0
14146,1797,0
14544,1798,0
16839,1799,0
17691,1800,0
18119,1801,0
17841,1802,1
14388,1803,0
13520,1804,1
14849,1805,0
13089,1806,1
13097,1807,0
14813,1808,0
17059,1809,0
16531,1810,1
17068,1811,0
12942,1812,0
13319,1813,0
14395,1814,0
18074,1815,0
16221,1816,0
15641,1817,0
15361,1818,0
13266,1819,0
16816,1820,0
17442,1821,1
16898,1822,0
13418,1823,0
16316,1824,1
16607,1825,1
13769,1826,1
14299,1827,0
14060,1828,0
18102,1829,0
15181,1830,0
16161,1831,1
17392,1832,1
17819,1833,0
17802,1834,0
13846,1835,0
15898,1836,0
17146,1837,1
15039,1838,1
12709,1839,0
16858,1840,1
15485,1841,0
17869,1842,0
16907,1843,0
17191,1844,0
17303,1845,0
13030,1846,1
16065,1847,1
15350,1848,1
17419,1849,0
15235,1850,0
17235,1851,1
13569,1852,0
12726,1853,0
15856,1854,1
12551,1855,1
16499,1856,1
15899,1857,0
15502,1858,0
16241,1859,1
13481,1860,1
17526,1861,0
17580,1862,0
15601,1863,0
15194,1864,1
18065,1865,1
15570,1866,0
14051,1867,0
14092,1868,0
15827,1869,0
